	Text_ID	Word_Number	Sentence_Number	Word_In_Sentence_Number	Word	Word_Cleaned
2586	53	17	1	17	to	to
2587	53	18	1	18	your	your
2588	53	19	1	19	romantic	romantic
2589	53	20	1	20	partner	partner
2590	53	21	1	21	is	is
2591	53	22	1	22	paramount.	paramount
2592	53	23	2	1	But	but
2593	53	24	2	2	a	a
2594	53	25	2	3	new	new
2595	53	26	2	4	study	study
2596	53	27	2	5	finds	finds
2597	53	28	2	6	that	that
2598	53	29	2	7	it's	it's
2599	53	30	2	8	not	not
2600	53	31	2	9	how	how
2601	53	32	2	10	close	close
2602	53	33	2	11	you	you
2603	53	34	2	12	feel	feel
2604	53	35	2	13	that	that
2605	53	36	2	14	matters	matters
2606	53	37	2	15	"most,"	most
2607	53	38	2	16	it's	it's
2608	53	39	2	17	whether	whether
2609	53	40	2	18	you	you
2610	53	41	2	19	are	are
2611	53	42	2	20	as	as
2612	53	43	2	21	close	close
2613	53	44	2	22	as	as
2614	53	45	2	23	you	you
2615	53	46	2	24	want	want
2616	53	47	2	25	to	to
2617	53	48	2	26	"be,"	be
2618	53	49	2	27	even	even
2619	53	50	2	28	if	if
2620	53	51	2	29	that's	that's
2621	53	52	2	30	really	really
2622	53	53	2	31	not	not
2623	53	54	2	32	close	close
2624	53	55	2	33	at	at
2625	53	56	2	34	all	all
2626	54	1	1	1	At	at
2627	54	2	1	2	the	the
2628	54	3	1	3	time	time
2629	54	4	1	4	the	the
2630	54	5	1	5	French	french
2631	54	6	1	6	crown	crown
2632	54	7	1	7	secured	secured
2633	54	8	1	8	much	much
2634	54	9	1	9	of	of
2635	54	10	1	10	its	its
2636	54	11	1	11	revenue	revenue
2637	54	12	1	12	by	by
2638	54	13	1	13	issuing	issuing
2639	54	14	1	14	government	government
2640	54	15	1	15	bonds.	bonds
2641	54	16	2	1	In	in
2642	54	17	2	2	"1727,"	1727
2643	54	18	2	3	in	in
2644	54	19	2	4	order	order
2645	54	20	2	5	to	to
2646	54	21	2	6	save	save
2647	54	22	2	7	"money,"	money
2648	54	23	2	8	the	the
2649	54	24	2	9	state	state
2650	54	25	2	10	cut	cut
2651	54	26	2	11	the	the
2652	54	27	2	12	bonds’	bonds’
2653	54	28	2	13	interest	interest
2654	54	29	2	14	rate.	rate
2655	54	30	3	1	The	the
2656	54	31	3	2	market	market
2657	54	32	3	3	value	value
2658	54	33	3	4	of	of
2659	54	34	3	5	these	these
2660	54	35	3	6	bonds	bonds
2661	54	36	3	7	"plummeted,"	plummeted
2662	54	37	3	8	and	and
2663	54	38	3	9	the	the
2664	54	39	3	10	market	market
2665	54	40	3	11	became	became
2666	54	41	3	12	wary	wary
2667	54	42	3	13	of	of
2668	54	43	3	14	French	french
2669	54	44	3	15	credit.	credit
2670	54	45	4	1	The	the
2671	54	46	4	2	French	french
2672	54	47	4	3	state	state
2673	54	48	4	4	was	was
2674	54	49	4	5	left	left
2675	54	50	4	6	without	without
2676	54	51	4	7	an	an
2677	54	52	4	8	easy	easy
2678	54	53	4	9	way	way
2679	54	54	4	10	of	of
2680	54	55	4	11	raising	raising
2681	54	56	4	12	money	money
2682	55	1	1	1	Voltaire	voltaire
2683	55	2	1	2	himself	himself
2684	55	3	1	3	probably	probably
2685	55	4	1	4	won	won
2686	55	5	1	5	around	around
2687	55	6	1	6	half	half
2688	55	7	1	7	a	a
2689	55	8	1	8	million	million
2690	55	9	1	9	"livres,"	livres
	55	10	1	10	a	a
2691	55	11	1	11	large	large
2692	55	12	1	12	"fortune,"	fortune
2693	55	13	1	13	which	which
2694	55	14	1	14	he	he
2695	55	15	1	15	then	then
2696	55	16	1	16	made	made
2697	55	17	1	17	even	even
2698	55	18	1	18	larger	larger
2699	55	19	1	19	in	in
2700	55	20	1	20	a	a
2701	55	21	1	21	series	series
2702	55	22	1	22	of	of
2703	55	23	1	23	canny	canny
2704	55	24	1	24	investments.	investments
2705	55	25	2	1	Soon	soon
2706	55	26	2	2	Voltaire	voltaire
2707	55	27	2	3	was	was
2708	55	28	2	4	a	a
2709	55	29	2	5	very	very
2710	55	30	2	6	rich	rich
2711	55	31	2	7	"man,"	man
2712	55	32	2	8	rich	rich
2713	55	33	2	9	enough	enough
2714	55	34	2	10	to	to
2715	55	35	2	11	become	become
2716	55	36	2	12	a	a
2717	55	37	2	13	moneylender	moneylender
2718	55	38	2	14	to	to
2719	55	39	2	15	the	the
2720	55	40	2	16	powerful	powerful
2721	55	41	2	17	and	and
2722	55	42	2	18	"famous,"	famous
2723	55	43	2	19	rich	rich
2724	55	44	2	20	enough	enough
2725	55	45	2	21	that	that
2726	55	46	2	22	he	he
2727	55	47	2	23	no	no
2728	55	48	2	24	longer	longer
2729	55	49	2	25	had	had
2730	55	50	2	26	to	to
2731	55	51	2	27	stake	stake
2732	55	52	2	28	his	his
2733	55	53	2	29	financial	financial
2734	55	54	2	30	well-being	well-being
2735	55	55	2	31	on	on
2736	55	56	2	32	that	that
2737	55	57	2	33	most	most
2738	55	58	2	34	unreliable	unreliable
2739	55	59	2	35	and	and
2740	55	60	2	36	detestable	detestable
2741	55	NA	NA	NA	NA	NA
